client_id,age_bins,client_age,month_first_order,sex,sales,nb_order,avg_order_value,nb_prod
c_2049,"(17, 23]",18.0,2021-03,m,315.53000000000003,6,52.58833333333334,10
c_205,"(47, 53]",48.0,2021-04,f,379.24,13,29.172307692307694,30
c_2050,"(47, 53]",52.0,2021-03,f,261.15000000000003,6,43.525000000000006,19
c_2051,"(17, 23]",18.0,2021-03,f,1951.0700000000002,20,97.55350000000001,27
c_2052,"(35, 41]",40.0,2021-05,m,464.80000000000007,12,38.73333333333334,39
c_2053,"(17, 23]",18.0,2021-04,f,504.02,7,72.00285714285714,13
c_2054,"(29, 35]",32.0,2021-03,f,428.65000000000015,12,35.720833333333346,33
c_2055,"(71, 77]",72.0,2021-03,f,905.0600000000002,39,23.20666666666667,54
c_2056,"(47, 53]",52.0,2021-03,m,1098.3500000000001,36,30.509722222222226,66
c_2057,"(23, 29]",26.0,2021-04,m,955.4800000000001,10,95.54800000000002,14
c_2058,"(29, 35]",34.0,2021-03,m,868.7800000000002,33,26.32666666666667,75
c_2059,"(29, 35]",30.0,2021-03,f,113.93999999999998,3,37.98,10
c_206,"(29, 35]",33.0,2021-03,f,654.3800000000002,26,25.168461538461546,53
c_2060,"(53, 59]",56.0,2021-04,f,294.5300000000001,12,24.544166666666673,19
c_2061,"(29, 35]",30.0,2021-05,m,565.7700000000001,13,43.52076923076924,26
c_2062,"(41, 47]",45.0,2021-03,f,396.64000000000004,13,30.510769230769235,32
c_2063,"(41, 47]",42.0,2021-03,m,368.37000000000006,9,40.93000000000001,29
c_2064,"(71, 77]",76.0,2021-04,f,226.88000000000005,7,32.41142857142858,17
c_2065,"(29, 35]",31.0,2021-03,m,232.84000000000003,6,38.80666666666667,18
c_2066,"(29, 35]",35.0,2021-03,f,566.8800000000002,20,28.344000000000012,50
c_2067,"(41, 47]",44.0,2021-04,m,533.7700000000001,15,35.58466666666667,45
c_2068,"(41, 47]",45.0,2021-04,m,667.11,17,39.24176470588235,47
c_2069,"(35, 41]",36.0,2021-03,m,900.3100000000003,30,30.010333333333342,70
c_207,"(29, 35]",30.0,2022-01,f,34.98,2,17.49,2
c_2070,"(17, 23]",19.0,2021-04,m,666.7100000000002,9,74.07888888888891,19
c_2071,"(29, 35]",32.0,2021-03,f,458.05000000000007,15,30.536666666666672,34
c_2072,"(59, 65]",63.0,2021-03,m,524.12,16,32.7575,26
c_2073,"(71, 77]",74.0,2021-03,f,756.0500000000003,33,22.91060606060607,51
c_2074,"(23, 29]",28.0,2021-03,f,424.24000000000007,8,53.03000000000001,15
c_2075,"(29, 35]",34.0,2021-03,f,400.0700000000001,11,36.37000000000001,31
c_2076,"(41, 47]",43.0,2021-03,f,1734.3100000000002,56,30.969821428571432,133
c_2077,"(35, 41]",38.0,2021-03,f,2401.109999999998,75,32.01479999999997,188
c_2078,"(23, 29]",28.0,2021-03,f,800.38,12,66.69833333333334,17
c_2079,"(59, 65]",63.0,2021-03,m,384.4100000000001,17,22.612352941176475,25
c_208,"(17, 23]",18.0,2021-05,f,272.42,5,54.484,12
c_2080,"(17, 23]",18.0,2021-03,m,815.9100000000001,13,62.7623076923077,18
c_2081,"(53, 59]",56.0,2021-03,m,168.22,9,18.691111111111113,11
c_2082,"(17, 23]",19.0,2021-03,m,451.02000000000004,8,56.377500000000005,19
c_2083,"(83, 89]",88.0,2021-04,f,351.98,18,19.554444444444446,20
c_2084,"(47, 53]",50.0,2021-03,f,861.4000000000005,26,33.13076923076925,67
c_2085,"(17, 23]",19.0,2021-06,m,288.27000000000004,4,72.06750000000001,5
c_2086,"(35, 41]",39.0,2021-03,f,718.4900000000004,25,28.739600000000014,59
c_2087,"(35, 41]",36.0,2021-03,m,1474.9400000000007,51,28.92039215686276,119
c_2088,"(59, 65]",64.0,2021-03,f,598.2900000000001,21,28.490000000000002,32
c_2089,"(17, 23]",22.0,2021-11,m,148.87,1,148.87,5
c_209,"(47, 53]",50.0,2021-03,f,1388.7500000000005,41,33.871951219512205,112
c_2090,"(17, 23]",18.0,2021-03,m,1098.76,18,61.04222222222222,30
c_2091,"(53, 59]",56.0,2021-03,m,978.2300000000002,49,19.963877551020413,60
c_2092,"(35, 41]",39.0,2021-03,f,907.9200000000003,30,30.26400000000001,74
c_2093,"(35, 41]",37.0,2021-03,f,773.8200000000003,25,30.95280000000001,59
c_2094,"(29, 35]",35.0,2021-04,f,138.85999999999999,3,46.28666666666666,10
c_2095,"(41, 47]",47.0,2021-03,m,274.89000000000004,8,34.361250000000005,18
c_2096,"(65, 71]",68.0,2021-03,f,224.70000000000002,9,24.96666666666667,16
c_2097,"(23, 29]",24.0,2021-04,m,153.33,2,76.665,3
c_2098,"(53, 59]",58.0,2021-03,f,812.6600000000001,35,23.218857142857146,52
c_2099,"(53, 59]",58.0,2021-03,f,1139.5800000000004,56,20.349642857142864,66
c_21,"(59, 65]",65.0,2021-03,m,1197.0700000000002,48,24.938958333333336,66
c_210,"(47, 53]",51.0,2021-04,m,46.38,3,15.46,4
c_2100,"(29, 35]",31.0,2021-03,m,445.2700000000001,15,29.684666666666672,33
c_2101,"(29, 35]",34.0,2021-03,m,853.9200000000004,24,35.58000000000002,54
c_2102,"(59, 65]",61.0,2021-03,f,727.5100000000001,24,30.31291666666667,36
c_2103,"(47, 53]",49.0,2021-03,f,1352.42,41,32.985853658536584,107
c_2104,"(17, 23]",19.0,2021-09,m,114.85,2,57.425,3
c_2105,"(65, 71]",71.0,2021-09,f,75.4,3,25.133333333333336,5
c_2106,"(47, 53]",51.0,2021-03,f,485.3200000000001,25,19.412800000000004,32
c_2107,"(53, 59]",59.0,2021-03,f,177.1,7,25.3,10
c_2108,"(35, 41]",38.0,2021-04,m,299.7600000000001,7,42.82285714285716,25
c_2109,"(65, 71]",67.0,2021-04,f,273.25,11,24.84090909090909,17
c_211,"(29, 35]",31.0,2021-03,f,377.9900000000001,13,29.076153846153854,23
c_2110,"(47, 53]",53.0,2021-03,f,454.38000000000017,21,21.637142857142866,27
c_2111,"(59, 65]",63.0,2021-03,f,1125.5900000000004,55,20.465272727272733,74
c_2112,"(23, 29]",27.0,2021-06,m,431.59000000000003,8,53.948750000000004,20
c_2113,"(29, 35]",31.0,2021-03,m,506.93000000000006,20,25.346500000000002,42
c_2114,"(65, 71]",66.0,2021-07,m,206.92000000000002,9,22.991111111111113,13
c_2115,"(41, 47]",47.0,2021-03,f,422.71000000000004,15,28.18066666666667,32
c_2116,"(53, 59]",54.0,2021-03,m,669.4900000000001,32,20.921562500000004,42
c_2117,"(29, 35]",34.0,2021-04,f,362.38000000000005,13,27.87538461538462,28
c_2118,"(29, 35]",32.0,2021-03,m,1117.2900000000002,40,27.932250000000003,88
c_2119,"(77, 83]",79.0,2021-03,f,927.91,47,19.742765957446807,55
c_212,"(29, 35]",34.0,2021-03,f,912.0700000000002,26,35.079615384615394,65
c_2120,"(17, 23]",21.0,2021-03,m,234.83,4,58.7075,5
c_2121,"(35, 41]",39.0,2021-04,m,541.85,10,54.185,32
c_2122,"(47, 53]",51.0,2021-03,m,866.2900000000002,43,20.146279069767445,54
c_2123,"(23, 29]",24.0,2021-03,f,264.9,8,33.1125,8
c_2124,"(83, 89]",84.0,2021-03,f,249.49,7,35.64142857142857,15
c_2125,"(53, 59]",59.0,2021-03,m,192.86,12,16.07166666666667,15
c_2126,"(17, 23]",18.0,2021-06,m,216.97000000000003,6,36.16166666666667,8
c_2127,"(59, 65]",62.0,2021-07,f,222.51000000000002,7,31.78714285714286,18
c_2128,"(41, 47]",45.0,2021-04,f,178.44000000000003,5,35.688,11
c_2129,"(29, 35]",35.0,2021-03,m,239.95000000000002,11,21.813636363636366,19
c_213,"(29, 35]",31.0,2021-03,f,1552.7900000000009,52,29.86134615384617,126
c_2130,"(35, 41]",36.0,2021-03,m,1182.92,41,28.851707317073174,94
c_2131,"(47, 53]",48.0,2021-03,f,576.94,24,24.03916666666667,51
c_2132,"(17, 23]",18.0,2021-05,m,951.76,18,52.87555555555556,23
c_2133,"(47, 53]",49.0,2021-03,m,352.99,9,39.221111111111114,21
c_2134,"(17, 23]",21.0,2021-03,m,372.6,4,93.15,7
c_2135,"(23, 29]",28.0,2021-03,m,319.54,6,53.25666666666667,17
c_2136,"(29, 35]",32.0,2021-05,f,320.97,11,29.179090909090913,23
c_2137,"(47, 53]",49.0,2021-03,m,1393.0700000000002,45,30.957111111111114,112
c_2138,"(23, 29]",24.0,2021-04,f,447.87000000000006,9,49.76333333333334,26
c_2139,"(23, 29]",29.0,2021-04,f,1526.51,17,89.79470588235294,28
c_214,"(59, 65]",62.0,2021-03,f,742.6800000000002,22,33.758181818181825,38
c_2140,"(41, 47]",45.0,2021-03,f,2527.009999999997,74,34.14878378378374,195
c_2141,"(35, 41]",41.0,2021-03,m,1158.9200000000005,34,34.08588235294119,90
c_2142,"(29, 35]",32.0,2021-03,m,1525.7600000000011,52,29.341538461538484,120
c_2143,"(59, 65]",62.0,2021-05,f,97.67999999999999,4,24.419999999999998,6
c_2144,"(89, 95]",90.0,2021-03,f,271.02000000000004,10,27.102000000000004,17
c_2145,"(35, 41]",37.0,2021-03,m,871.2900000000005,32,27.227812500000017,75
c_2146,"(47, 53]",52.0,2021-03,f,1082.5400000000004,41,26.40341463414635,67
c_2147,"(41, 47]",46.0,2021-03,m,1322.5000000000002,45,29.388888888888893,103
c_2148,"(59, 65]",62.0,2021-04,f,232.67000000000002,8,29.083750000000002,13
c_2149,"(29, 35]",32.0,2021-05,f,538.7500000000002,15,35.91666666666668,36
c_215,"(65, 71]",67.0,2021-03,f,1446.8800000000006,58,24.946206896551733,82
c_2150,"(35, 41]",38.0,2021-06,f,142.33999999999997,2,71.16999999999999,9
c_2151,"(17, 23]",22.0,2021-03,m,697.74,11,63.43090909090909,13
c_2152,"(77, 83]",79.0,2021-03,f,127.97,5,25.594,7
c_2153,"(41, 47]",44.0,2021-03,m,1670.0400000000004,50,33.40080000000001,126
c_2154,"(77, 83]",81.0,2021-03,f,271.44,11,24.676363636363636,18
c_2155,"(59, 65]",64.0,2021-03,f,1065.9400000000003,49,21.753877551020413,59
c_2156,"(41, 47]",44.0,2021-03,m,1658.4499999999998,54,30.712037037037035,129
c_2157,"(47, 53]",51.0,2021-03,m,852.26,30,28.408666666666665,40
c_2158,"(23, 29]",29.0,2021-03,m,1774.8799999999997,22,80.67636363636362,39
c_2159,"(47, 53]",52.0,2021-03,f,974.1800000000003,42,23.19476190476191,55
c_216,"(23, 29]",27.0,2021-03,f,554.95,13,42.68846153846154,19
c_2160,"(59, 65]",64.0,2021-03,f,75.03,4,18.7575,5
c_2161,"(53, 59]",58.0,2021-03,m,579.5500000000001,27,21.46481481481482,33
c_2162,"(29, 35]",33.0,2021-03,f,181.2,7,25.885714285714283,16
c_2163,"(59, 65]",60.0,2021-03,f,1099.7900000000002,41,26.82414634146342,59
c_2164,"(47, 53]",50.0,2021-03,f,1005.4100000000005,26,38.669615384615405,80
c_2165,"(59, 65]",61.0,2021-04,f,743.07,33,22.51727272727273,41
c_2166,"(53, 59]",58.0,2021-04,f,208.81000000000006,4,52.202500000000015,18
c_2167,"(59, 65]",62.0,2021-03,f,187.62999999999997,6,31.27166666666666,13
c_2168,"(35, 41]",36.0,2021-03,f,194.5,8,24.3125,15
c_2169,"(17, 23]",19.0,2021-03,f,125.96000000000001,3,41.98666666666667,4
c_217,"(23, 29]",27.0,2021-03,m,1705.78,19,89.7778947368421,23
c_2170,"(77, 83]",79.0,2021-05,f,171.71,5,34.342,7
c_2171,"(53, 59]",54.0,2021-04,m,218.47,7,31.21,13
c_2172,"(17, 23]",18.0,2021-07,f,74.31,2,37.155,2
c_2173,"(65, 71]",66.0,2021-03,m,248.74,3,82.91333333333334,7
c_2174,"(47, 53]",53.0,2021-03,m,255.07000000000002,11,23.18818181818182,16
c_2175,"(17, 23]",19.0,2021-12,f,283.03,4,70.7575,9
c_2176,"(35, 41]",39.0,2021-04,f,145.64,4,36.41,10
c_2177,"(47, 53]",49.0,2021-03,f,414.6700000000001,10,41.467000000000006,29
c_2178,"(53, 59]",54.0,2021-04,m,168.44,6,28.073333333333334,13
c_2179,"(77, 83]",80.0,2021-04,m,356.93,13,27.456153846153846,24
c_218,"(59, 65]",60.0,2021-03,m,742.8400000000001,34,21.84823529411765,46
c_2180,"(35, 41]",36.0,2021-03,f,832.4899999999999,28,29.73178571428571,71
c_2181,"(29, 35]",30.0,2021-05,f,195.9,2,97.95,4
c_2182,"(29, 35]",30.0,2021-05,f,620.96,10,62.096000000000004,13
c_2183,"(53, 59]",58.0,2021-04,m,379.64000000000004,19,19.98105263157895,25
c_2184,"(47, 53]",51.0,2021-06,m,125.32999999999998,5,25.065999999999995,10
c_2185,"(53, 59]",54.0,2021-04,f,613.8700000000001,20,30.693500000000007,35
c_2186,"(53, 59]",55.0,2021-03,m,326.33,13,25.10230769230769,20
c_2187,"(35, 41]",41.0,2021-03,f,831.8500000000001,26,31.994230769230775,53
c_2188,"(35, 41]",36.0,2021-04,f,563.7000000000002,19,29.668421052631587,43
c_2189,"(35, 41]",39.0,2021-03,f,337.01,13,25.923846153846153,28
c_219,"(47, 53]",49.0,2021-04,f,550.5100000000001,15,36.70066666666667,41
c_2190,"(41, 47]",47.0,2021-03,f,461.97,11,41.99727272727273,31
c_2191,"(47, 53]",50.0,2021-03,m,702.6300000000003,23,30.549130434782622,56
c_2192,"(65, 71]",66.0,2021-03,f,455.18,17,26.77529411764706,28
c_2193,"(53, 59]",58.0,2021-06,m,461.9100000000001,13,35.53153846153847,29
c_2194,"(65, 71]",71.0,2021-05,m,326.31,7,46.61571428571428,17
c_2195,"(41, 47]",46.0,2021-04,m,981.0000000000001,31,31.645161290322584,74
c_2196,"(29, 35]",33.0,2021-04,f,405.43000000000006,8,50.67875000000001,26
c_2197,"(17, 23]",23.0,2021-03,m,337.6,8,42.2,11
c_2198,"(41, 47]",42.0,2021-03,f,1686.8300000000006,51,33.075098039215696,124
c_2199,"(23, 29]",24.0,2021-03,f,1283.39,20,64.1695,31
c_22,"(23, 29]",29.0,2021-06,m,273.42,6,45.57,8
c_220,"(59, 65]",62.0,2021-03,m,598.7100000000002,24,24.946250000000006,42
c_2200,"(47, 53]",48.0,2021-03,f,511.17000000000024,19,26.90368421052633,47
c_2201,"(29, 35]",30.0,2021-04,f,844.39,17,49.67,31
c_2202,"(17, 23]",18.0,2021-03,m,350.36,8,43.795,10
c_2203,"(23, 29]",25.0,2021-03,m,1145.69,17,67.3935294117647,23
c_2204,"(41, 47]",47.0,2021-03,m,603.13,12,50.26083333333333,46
c_2205,"(59, 65]",65.0,2021-04,f,214.93999999999997,8,26.867499999999996,11
c_2206,"(41, 47]",43.0,2021-06,f,85.38999999999999,4,21.347499999999997,8
c_2207,"(47, 53]",52.0,2021-03,f,327.0400000000001,14,23.360000000000007,19
c_2208,"(59, 65]",62.0,2021-03,m,638.7100000000002,39,16.37717948717949,44
c_2209,"(47, 53]",49.0,2021-03,f,1298.3700000000003,42,30.913571428571437,91
c_221,"(71, 77]",74.0,2021-03,m,615.7100000000002,24,25.65458333333334,34
c_2210,"(29, 35]",35.0,2021-03,f,503.65000000000003,13,38.7423076923077,34
c_2211,"(17, 23]",23.0,2021-03,f,413.2300000000001,8,51.65375000000001,9
c_2212,"(17, 23]",22.0,2021-03,m,2149.5299999999997,23,93.45782608695652,36
c_2213,"(35, 41]",40.0,2021-03,m,729.62,27,27.022962962962964,55
c_2214,"(23, 29]",29.0,2021-03,f,1226.14,14,87.58142857142857,18
c_2215,"(77, 83]",83.0,2021-03,f,413.6900000000001,8,51.711250000000014,23
c_2216,"(29, 35]",31.0,2021-03,m,1193.8700000000006,30,39.79566666666668,78
c_2217,"(53, 59]",57.0,2021-03,f,528.68,23,22.98608695652174,33
c_2218,"(47, 53]",52.0,2021-03,f,1406.7900000000006,60,23.44650000000001,80
c_2219,"(17, 23]",22.0,2021-03,f,530.19,6,88.36500000000001,7
c_222,"(29, 35]",31.0,2021-04,m,303.4600000000001,12,25.28833333333334,23
c_2220,"(29, 35]",32.0,2021-03,m,2223.8299999999995,67,33.19149253731342,159
c_2221,"(23, 29]",25.0,2021-04,m,902.8700000000001,11,82.07909090909092,13
c_2222,"(23, 29]",24.0,2021-04,m,379.4,4,94.85,6
c_2223,"(47, 53]",53.0,2021-04,f,208.67000000000002,5,41.734,8
c_2224,"(47, 53]",50.0,2021-03,m,542.69,15,36.17933333333334,43
c_2225,"(71, 77]",73.0,2021-03,f,423.18,19,22.27263157894737,26
c_2226,"(47, 53]",53.0,2021-09,m,13.11,1,13.11,1
c_2227,"(35, 41]",36.0,2021-03,m,1503.5400000000006,49,30.68448979591838,120
c_2228,"(17, 23]",19.0,2021-03,m,243.88000000000002,5,48.776,10
c_2229,"(47, 53]",51.0,2021-03,f,148.81,7,21.25857142857143,7
c_223,"(53, 59]",54.0,2021-06,f,129.75,6,21.625,7
c_2230,"(29, 35]",35.0,2021-04,m,1308.0900000000004,46,28.43673913043479,111
c_2231,"(41, 47]",42.0,2021-03,f,1473.2600000000002,47,31.345957446808516,117
c_2232,"(41, 47]",46.0,2021-03,f,1015.8100000000005,30,33.86033333333335,87
c_2233,"(35, 41]",36.0,2021-04,f,273.93000000000006,11,24.90272727272728,27
c_2234,"(17, 23]",21.0,2021-04,m,1425.19,13,109.63000000000001,37
c_2235,"(47, 53]",49.0,2021-03,m,983.3900000000004,32,30.730937500000014,82
c_2236,"(41, 47]",43.0,2021-03,f,391.12,12,32.593333333333334,29
c_2237,"(35, 41]",41.0,2021-05,m,226.4200000000001,7,32.3457142857143,17
c_2238,"(47, 53]",52.0,2021-03,f,644.4400000000002,23,28.019130434782618,38
c_2239,"(29, 35]",33.0,2021-04,m,267.8,8,33.475,18
c_224,"(23, 29]",26.0,2022-02,f,61.980000000000004,1,61.980000000000004,2
c_2240,"(71, 77]",77.0,2021-04,m,1141.1,51,22.374509803921566,64
c_2241,"(59, 65]",60.0,2021-03,f,585.2300000000001,20,29.261500000000005,32
c_2242,"(29, 35]",31.0,2021-03,f,1744.2100000000014,60,29.07016666666669,132
c_2243,"(59, 65]",64.0,2021-03,m,390.56000000000006,12,32.546666666666674,27
c_2244,"(83, 89]",85.0,2021-04,m,220.14000000000001,8,27.517500000000002,14
c_2245,"(41, 47]",46.0,2021-03,m,458.2100000000001,13,35.24692307692308,32
c_2246,"(17, 23]",18.0,2021-03,f,1053.88,12,87.82333333333334,30
c_2247,"(29, 35]",35.0,2021-03,f,139.88,7,19.982857142857142,10
c_2248,"(47, 53]",53.0,2021-03,f,457.61000000000007,16,28.600625000000004,28
c_2249,"(17, 23]",22.0,2021-04,f,267.51,6,44.585,7
c_225,"(17, 23]",22.0,2021-03,f,716.3700000000001,16,44.77312500000001,23
c_2250,"(35, 41]",38.0,2021-03,f,702.4400000000002,20,35.12200000000001,51
c_2251,"(53, 59]",54.0,2021-04,m,130.04999999999998,9,14.449999999999998,10
c_2252,"(17, 23]",19.0,2021-03,f,644.04,6,107.33999999999999,10
c_2253,"(53, 59]",55.0,2021-03,m,572.88,27,21.217777777777776,33
c_2254,"(23, 29]",24.0,2021-04,m,503.43,9,55.93666666666667,16
c_2255,"(47, 53]",52.0,2021-03,f,363.31000000000006,17,21.37117647058824,28
c_2256,"(29, 35]",31.0,2021-08,f,65.71,3,21.903333333333332,9
c_2257,"(41, 47]",47.0,2021-03,m,428.2200000000001,16,26.763750000000005,38
c_2258,"(17, 23]",18.0,2021-03,m,911.03,12,75.91916666666667,19
c_2259,"(29, 35]",34.0,2021-03,m,724.6800000000002,26,27.8723076923077,58
c_226,"(35, 41]",38.0,2021-03,m,1670.370000000001,63,26.51380952380954,133
c_2260,"(29, 35]",32.0,2021-06,f,181.01,4,45.2525,11
c_2261,"(41, 47]",42.0,2021-04,f,352.95000000000005,12,29.412500000000005,26
c_2262,"(41, 47]",46.0,2021-03,m,515.07,14,36.79071428571429,44
c_2263,"(71, 77]",72.0,2021-03,m,206.49,8,25.81125,14
c_2264,"(23, 29]",26.0,2021-03,f,1897.16,18,105.39777777777778,30
c_2265,"(53, 59]",54.0,2021-03,m,1467.5900000000004,68,21.582205882352948,87
c_2266,"(29, 35]",35.0,2021-04,f,651.2300000000002,24,27.134583333333342,52
c_2267,"(41, 47]",45.0,2021-03,f,1194.3600000000004,39,30.624615384615392,90
c_2268,"(59, 65]",65.0,2021-03,m,176.28,8,22.035,10
c_2269,"(23, 29]",24.0,2022-02,m,48.550000000000004,1,48.550000000000004,3
c_227,"(23, 29]",24.0,2021-06,f,817.48,9,90.83111111111111,14
c_2270,"(41, 47]",45.0,2021-03,f,857.7900000000002,32,26.805937500000006,67
c_2271,"(35, 41]",39.0,2021-03,m,287.89,7,41.12714285714286,16
c_2272,"(17, 23]",19.0,2021-03,f,517.26,7,73.89428571428572,15
c_2273,"(29, 35]",35.0,2021-03,f,515.8900000000001,11,46.899090909090916,30
c_2274,"(77, 83]",78.0,2021-03,f,147.69,6,24.615,10
c_2275,"(41, 47]",45.0,2021-04,m,275.94,8,34.4925,24
c_2276,"(41, 47]",44.0,2021-03,f,1236.3600000000004,42,29.437142857142867,98
c_2277,"(35, 41]",37.0,2021-03,m,417.0900000000001,19,21.9521052631579,34
c_2278,"(41, 47]",42.0,2021-03,f,324.51000000000005,15,21.634000000000004,26
c_2279,"(59, 65]",64.0,2021-03,f,742.26,34,21.831176470588236,47
c_228,"(47, 53]",53.0,2021-03,f,1120.26,46,24.353478260869565,60
c_2280,"(29, 35]",30.0,2021-04,f,1065.35,12,88.77916666666665,16
c_2281,"(35, 41]",36.0,2021-03,f,399.53000000000003,16,24.970625000000002,35
c_2282,"(65, 71]",70.0,2021-03,f,154.39000000000001,8,19.298750000000002,11
c_2283,"(41, 47]",46.0,2021-06,m,166.29,4,41.5725,11
c_2284,"(41, 47]",42.0,2021-03,m,2386.31,69,34.58420289855072,175
c_2285,"(41, 47]",45.0,2021-03,f,882.0,25,35.28,61
c_2286,"(41, 47]",44.0,2021-05,f,421.6600000000001,11,38.33272727272728,32
c_2287,"(53, 59]",55.0,2021-04,f,194.41,10,19.441,12
c_2288,"(41, 47]",43.0,2021-03,m,1187.6900000000003,41,28.968048780487813,93
c_2289,"(53, 59]",55.0,2021-03,f,1060.8200000000004,58,18.290000000000006,68
c_229,"(29, 35]",35.0,2021-03,f,694.6200000000002,22,31.573636363636375,54
c_2290,"(23, 29]",24.0,2021-08,f,89.97999999999999,1,89.97999999999999,2
c_2291,"(29, 35]",32.0,2021-05,f,631.1800000000002,21,30.056190476190483,50
c_2292,"(83, 89]",84.0,2021-03,f,729.4200000000002,28,26.050714285714292,44
c_2293,"(17, 23]",22.0,2021-06,f,396.89000000000004,6,66.14833333333334,23
c_2294,"(47, 53]",49.0,2021-03,m,818.7700000000006,27,30.324814814814836,61
c_2295,"(23, 29]",29.0,2021-03,f,835.5100000000001,10,83.55100000000002,28
c_2296,"(29, 35]",35.0,2021-06,f,346.45000000000005,9,38.49444444444445,26
c_2297,"(35, 41]",40.0,2021-03,f,340.22,9,37.80222222222223,27
c_2298,"(47, 53]",50.0,2021-03,m,1771.7200000000005,59,30.029152542372888,144
c_2299,"(65, 71]",67.0,2021-03,f,564.1500000000001,20,28.207500000000003,30
c_23,"(23, 29]",25.0,2021-03,m,628.26,8,78.5325,10
c_230,"(23, 29]",25.0,2021-03,m,747.72,8,93.465,16
c_2300,"(35, 41]",39.0,2021-03,m,521.2700000000001,13,40.09769230769231,42
c_2301,"(41, 47]",47.0,2021-04,m,310.92,10,31.092000000000002,22
c_2302,"(29, 35]",30.0,2021-03,f,175.54999999999998,3,58.51666666666666,3
c_2303,"(35, 41]",41.0,2021-03,f,255.12000000000003,9,28.34666666666667,16
c_2304,"(23, 29]",25.0,2021-04,m,462.83000000000004,7,66.11857142857143,9
c_2305,"(41, 47]",43.0,2021-03,f,1320.6800000000003,53,24.91849056603774,106
c_2306,"(53, 59]",59.0,2021-07,f,35.61,2,17.805,3
c_2307,"(47, 53]",48.0,2021-03,f,319.84999999999997,13,24.603846153846153,23
c_2308,"(35, 41]",38.0,2021-03,m,1731.1800000000003,51,33.94470588235295,134
c_2309,"(17, 23]",18.0,2021-03,f,1205.8300000000002,17,70.93117647058824,25
c_231,"(59, 65]",60.0,2021-05,m,221.65,9,24.62777777777778,14
c_2310,"(53, 59]",57.0,2021-03,f,765.8500000000004,36,21.273611111111123,50
c_2311,"(65, 71]",70.0,2021-03,m,374.4000000000001,21,17.828571428571433,24
c_2312,"(35, 41]",37.0,2021-03,f,1177.5800000000006,39,30.19435897435899,86
c_2313,"(23, 29]",27.0,2021-03,f,1821.79,19,95.88368421052631,31
c_2314,"(41, 47]",47.0,2021-03,f,628.2700000000002,18,34.9038888888889,46
c_2315,"(65, 71]",68.0,2021-03,m,303.35,12,25.27916666666667,16
c_2316,"(17, 23]",20.0,2021-04,m,295.96,6,49.32666666666666,8
c_2317,"(47, 53]",50.0,2021-04,f,300.01000000000005,12,25.000833333333336,26
c_2318,"(59, 65]",64.0,2021-03,m,413.24000000000007,17,24.30823529411765,28
c_2319,"(17, 23]",18.0,2021-03,f,1064.5900000000001,19,56.03105263157895,24
c_232,"(71, 77]",75.0,2021-03,m,278.37000000000006,8,34.79625000000001,18
c_2320,"(35, 41]",36.0,2021-03,f,1162.9200000000003,33,35.24000000000001,77
c_2321,"(53, 59]",56.0,2021-03,f,789.6100000000002,37,21.34081081081082,45
c_2322,"(53, 59]",55.0,2021-04,f,392.5,14,28.035714285714285,19
c_2323,"(29, 35]",33.0,2021-03,f,284.61,11,25.873636363636365,21
c_2324,"(53, 59]",56.0,2021-03,m,959.01,30,31.967,42
c_2325,"(35, 41]",41.0,2021-03,f,399.83000000000004,10,39.983000000000004,26
c_2326,"(41, 47]",46.0,2021-03,f,386.80000000000007,14,27.628571428571433,36
c_2327,"(65, 71]",68.0,2021-04,f,174.94,5,34.988,9
c_2328,"(47, 53]",51.0,2021-03,f,495.05,23,21.523913043478263,37
c_2329,"(23, 29]",26.0,2021-04,f,1031.35,11,93.7590909090909,12
c_233,"(17, 23]",18.0,2021-03,m,998.94,16,62.43375,33
c_2330,"(41, 47]",43.0,2021-03,m,1204.8800000000006,39,30.89435897435899,95
c_2331,"(65, 71]",68.0,2021-03,f,207.60000000000005,10,20.760000000000005,13
c_2332,"(41, 47]",46.0,2021-03,f,742.0300000000003,23,32.26217391304349,56
c_2333,"(41, 47]",45.0,2021-03,f,426.68000000000006,12,35.55666666666667,35
c_2334,"(53, 59]",55.0,2021-03,f,610.3500000000003,34,17.951470588235303,38
c_2335,"(23, 29]",26.0,2021-04,f,489.24000000000007,8,61.15500000000001,23
c_2336,"(41, 47]",42.0,2021-03,f,617.9100000000002,22,28.08681818181819,56
c_2337,"(71, 77]",72.0,2021-05,m,95.91,5,19.182,8
c_2338,"(17, 23]",20.0,2021-05,m,515.34,7,73.62,8
c_2339,"(41, 47]",45.0,2021-04,f,828.0300000000001,21,39.43000000000001,55
c_234,"(77, 83]",83.0,2021-03,m,223.42999999999998,10,22.342999999999996,18
c_2340,"(77, 83]",80.0,2021-03,m,804.9700000000001,30,26.832333333333338,51
c_2341,"(17, 23]",23.0,2021-05,f,860.6200000000002,11,78.23818181818184,31
c_2342,"(35, 41]",38.0,2021-04,m,334.75000000000006,11,30.431818181818187,27
c_2343,"(29, 35]",32.0,2021-03,f,187.28999999999996,4,46.82249999999999,14
c_2344,"(47, 53]",52.0,2021-03,m,751.3300000000002,32,23.479062500000005,44
c_2345,"(35, 41]",41.0,2021-03,f,613.0800000000002,12,51.09000000000001,33
c_2346,"(65, 71]",68.0,2021-03,f,909.2600000000002,42,21.649047619047625,56
